Referência,Versão,Pré-determinado,Tipo,EAN13,Família,Catálogo,"Tarifa Nacional",Garantia,"Etiqueta V/F","Folha de Dados",Descrição,masterfile.tender_text,masterfile.codi_duaner,Material,Acabado,Largo,Amplitude,Altura,Projeção,"Fonte de Luz","Incluir lâmpada","Eficiência energética","Unidades Masterbox","Produto descatalogado","Lançamento de produto","Peso embalado (kg)","Weight master box","Peso líquido (kg)","Unidade de Volume (m3)","Volume Master box (m3)","Length Box 1","Largura da caixa 1","Altura da caixa 1","Length Box 2","Largura da caixa 2","Altura da caixa 2","Length Box 3","Largura da caixa 3","Altura da caixa 3","Length MB 1","Amplitude MB 1","Altura MB 1","Length MB 2","Amplitude MB 2","Altura MB 2","Length MB 3","Amplitude MB 3","Altura MB 3","Watts (W)","Lúmens (lm)","Real Lumens (lm)","Temperatura de cor do LED (K)",CRI,"Facho de Luz","Regulação de Tipo",IP,IK,"Imagem Web","Imagem de ambiente 1","Imagem de ambiente 2","Imagem de ambiente 3","Imagem de detalhe 1","Imagem de detalhe 2",IMC,EE,Fotometria,masterfile.ploma_comercial,Acessórios,3D,masterfile.ies,masterfile.ldt,"Codi Quênia","Codi RETILAP","Codi Marrocos","Código do País 4","Código do País 5","Código do País 6",Modelo
DE-0218-ESP,V0,Sim,"Casa de banho",8445386824932,ZICO,Forlight,"303,8",5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/DE-0218-ESP.html,"ESPELHO ZICO LED 29W 4000K ON-OFF MIRROR 3604","LedsC4 ZICO DE-0218-ESP  Casa de banho de uso interior  Material da estrutura: Vidro. Acabamento estrutura: Mirror. Garantia: 5 Anos.  Peso líquido do produto (kg): 6.92 Largura ou diâmetro do produto (mm): 800 Altura do produto (mm): 600 Saída do produto (mm): 35  Classe 2. IP: IP44. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 26W. Temperatura de cor: 4000K. Índice de reprodução cromática: 92. Steps Mac Adam: 3. Horas de vida útil: 36.000h L70B30. UGR: 11.7. Risco fotobiológico: RG0. % de Flickering: &lt;5%. Fluxo real (lm): 1143. Fluxo nominal (lm): 3604. Lm/W reais: 39. Intervalo de tensão / frequência: 220-240V/50-60Hz. Tensão: 3. Equipamento incluído: Sim. Potência total: 29. Fator de potência: 0.90. Equipamento regulável incluído: ON-OFF.",7009910090,Vidro,Mirror,,800,600,35,"1xLED 26 3604 lm",Sim,D,1,"Discontinuo PT",2024,"8,14","8,14","6,92","0,042","0,042",855,75,655,,,,,,,,,,,,,,,,29,3604,1143,4000K,92,SPOT+HONEYCOMB,ON-OFF,IP44,,https://files.ledsc4.com/main-photo/DE-0218-ESP,,,,https://files.ledsc4.com/detail-photo/1/DE-0218-ESP,,https://files.ledsc4.com/imc/DE-0218-ESP.html,https://files.ledsc4.com/el/DE-0218-ESP.html,https://files.ledsc4.com/fm/DE-0218-ESP.html,,,,https://files.ledsc4.com/ies/DE-0218-ESP.html,https://files.ledsc4.com/ldt/DE-0218-ESP.html,,RETILAP-DECORATIVE,FX-LED-II,,,,
DE-0175-NEG,V0,Sim,"Luminária flexível",8445386824994,ZENIT,Forlight,"91,3",3,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/DE-0175-NEG.html,"LUMINÁRIA FLEXÍVEL ZENIT LED 7.2W SW 3000-4000-6500K ON-OFF PRETO 576LM","LedsC4 ZENIT DE-0175-NEG  Luminária flexível  Fonte de luz orientável. Material da estrutura: ABS. Acabamento estrutura: Preto. Material do difusor: Policarbonato. Acabamento difusor: OPAL. Garantia: 3 Anos.  Peso líquido do produto (kg): 0.92 Comprimento do produto (mm): 310 Largura ou diâmetro do produto (mm): 120 Altura do produto (mm): 360  Classe 2. IP: IP20. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 5.3W. Temperatura de cor: SW 3000-4000-6500K. Índice de reprodução cromática: 80. Steps Mac Adam: 5. Horas de vida útil: 36.000h L70B30. UGR: 22.1. Risco fotobiológico: RG0. Fluxo real (lm): 576. Fluxo nominal (lm): 690. Lm/W reais: 80. Intervalo de tensão / frequência: 220-240V / 50-60Hz. Tensão: 3. Temperatura de cor: SW 3000-4000-6500K. Índice de reprodução cromática: 80. Steps Mac Adam: 5. Horas de vida útil: 36.000h L70B30. UGR: 22.1. Risco fotobiológico: RG0. Fluxo real (lm): 576. Fluxo nominal (lm): 690. Lm/W reais: 80. Tensão: 3. Equipamento incluído: Sim. Potência total: 7.2. Fator de potência: 0.74. Equipamento regulável incluído: ON-OFF.",9405214000,"ABS, Policarbonato","Preto, OPAL",310,120,360,,"1xLED 5.3 690 lm",Sim,F,8,"Discontinuo PT",2024,"1,36","10,88","0,92","0,013","0,104",240,125,375,,,,,,,,,,,,,,,,"7,2",690,576,"SW 3000-4000-6500K",80,SPOT+HONEYCOMB,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/DE-0175-NEG,https://files.ledsc4.com/ambience-photo/1/DE-0175-NEG,,,https://files.ledsc4.com/detail-photo/1/DE-0175-NEG,https://files.ledsc4.com/detail-photo/2/DE-0175-NEG,https://files.ledsc4.com/imc/DE-0175-NEG.html,https://files.ledsc4.com/el/DE-0175-NEG.html,https://files.ledsc4.com/fm/DE-0175-NEG.html,,,,https://files.ledsc4.com/ies/DE-0175-NEG.html,https://files.ledsc4.com/ldt/DE-0175-NEG.html,,RETILAP-DECORATIVE,FX-LED-II,,,,
DE-0162-BLA,V0,Sim,"Série de holofotes",8445386821917,"Artic Double",DIY,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/DE-0162-BLA.html,"SÉRIE DE HOLOFOTES ARTIC DOUBLE LED 11.4W 4000K ON-OFF BRANCO 698LM","LedsC4 Artic Double DE-0162-BLA  Série de holofotes  O módulo ótico pode facilmente girar 360º. Material da estrutura: ABS, Aço. Acabamento estrutura: Branco. Material do difusor: Policarbonato. Acabamento difusor: OPAL. Garantia: 5 Anos.  Peso líquido do produto (kg): 0.43 Largura ou diâmetro do produto (mm): 300 Altura do produto (mm): 110 Saída do produto (mm): 145  Classe 1. IP: IP20. LED. N.º de casquilhos ou LED: 2. Potência máxima da fonte de luz: 4.8W. Temperatura de cor: 4000K. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 36.000h L70B30. UGR: 25.8. Risco fotobiológico: RG0. Fluxo real (lm): 698. Fluxo nominal (lm): 1400. Lm/W reais: 61. Intervalo de tensão / frequência: 220-240/50-60Hz. Tensão: 3. Equipamento incluído: Sim. Potência total: 11.4. Fator de potência: 0.59. Equipamento regulável incluído: ON-OFF.",9405119090,"ABS, Aço, Policarbonato","Branco, OPAL",,300,110,145,"2xLED 4.8 1400 lm",Sim,D,12,"Discontinuo_NC PT",,"0,65","7,8","0,43","0,006","0,072",160,100,320,,,,,,,,,,,,,,,,"11,4",1400,698,4000K,80,HORIZONTAL,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/DE-0162-BLA,https://files.ledsc4.com/ambience-photo/1/DE-0162-BLA,,,https://files.ledsc4.com/detail-photo/1/DE-0162-BLA,https://files.ledsc4.com/detail-photo/2/DE-0162-BLA,https://files.ledsc4.com/imc/DE-0162-BLA.html,https://files.ledsc4.com/el/DE-0162-BLA.html,https://files.ledsc4.com/fm/DE-0162-BLA.html,,,,https://files.ledsc4.com/ies/DE-0162-BLA.html,https://files.ledsc4.com/ldt/DE-0162-BLA.html,,RETILAP-DECORATIVE,FX-LED-I,,,,
DE-0163-BLA,V0,Sim,"Série de holofotes",8445386821931,"Artic Triplex",DIY,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/DE-0163-BLA.html,"SÉRIE DE HOLOFOTES ARTIC TRIPLEX LED 17.1W 4000K ON-OFF BRANCO 1047LM","LedsC4 Artic Triplex DE-0163-BLA  Série de holofotes  O módulo ótico pode facilmente girar 360º. Material da estrutura: ABS, Aço. Acabamento estrutura: Branco. Material do difusor: Policarbonato. Acabamento difusor: OPAL. Garantia: 5 Anos.  Peso líquido do produto (kg): 0.6 Largura ou diâmetro do produto (mm): 500 Altura do produto (mm): 110 Saída do produto (mm): 145  Classe 1. IP: IP20. LED. N.º de casquilhos ou LED: 3. Potência máxima da fonte de luz: 4.8W. Temperatura de cor: 4000K. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 36.000h L70B30. UGR: 25.8. Risco fotobiológico: RG0. Fluxo real (lm): 1047. Fluxo nominal (lm): 2100. Lm/W reais: 61. Intervalo de tensão / frequência: 220-240/50-60Hz. Tensão: 3. Equipamento incluído: Sim. Potência total: 17.1. Fator de potência: 0.59. Equipamento regulável incluído: ON-OFF.",9405119090,"ABS, Aço, Policarbonato","Branco, OPAL",,500,110,145,"3xLED 4.8 2100 lm",Sim,D,8,"Discontinuo_NC PT",,"0,95","7,6","0,6","0,009","0,072",160,100,520,,,,,,,,,,,,,,,,"17,1",2100,1047,4000K,80,HORIZONTAL,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/DE-0163-BLA,https://files.ledsc4.com/ambience-photo/1/DE-0163-BLA,,,https://files.ledsc4.com/detail-photo/1/DE-0163-BLA,https://files.ledsc4.com/detail-photo/2/DE-0163-BLA,https://files.ledsc4.com/imc/DE-0163-BLA.html,https://files.ledsc4.com/el/DE-0163-BLA.html,https://files.ledsc4.com/fm/DE-0163-BLA.html,,,,https://files.ledsc4.com/ies/DE-0163-BLA.html,https://files.ledsc4.com/ldt/DE-0163-BLA.html,,RETILAP-DECORATIVE,FX-LED-I,,,,
DE-0159-NEG,V0,Sim,"Série de holofotes",8445386818832,"Cloc Double",DIY,,5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/DE-0159-NEG.html,"SÉRIE DE HOLOFOTES CLOC DOUBLE GU10 16W PRETO","LedsC4 Cloc Double DE-0159-NEG  Série de holofotes  O módulo ótico pode facilmente girar 360º. Material da estrutura: Alumínio. Acabamento estrutura: Preto. Garantia: 5 Anos.  Peso líquido do produto (kg): 0.47 Largura ou diâmetro do produto (mm): 300 Altura do produto (mm): 110 Saída do produto (mm): 145  Classe 1. IP: IP20. Potência total: 16.",9405199090,Alumínio,Preto,,300,110,145,,Não,"NA EPREL",8,"Discontinuo_NC PT",2024,"0,73","5,84","0,47","0,006","0,048",160,100,300,,,,,,,,,,,,,,,,16,,,,,,,IP20,,https://files.ledsc4.com/main-photo/DE-0159-NEG,https://files.ledsc4.com/ambience-photo/1/DE-0159-NEG,,,https://files.ledsc4.com/detail-photo/1/DE-0159-NEG,https://files.ledsc4.com/detail-photo/2/DE-0159-NEG,https://files.ledsc4.com/imc/DE-0159-NEG.html,,,,,,,,,RETILAP-DECORATIVE,FX-INC-I,,,,
DE-0160-BLA,V0,Sim,"Série de holofotes",8445386818849,"Cloc Triplex",DIY,,5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/DE-0160-BLA.html,"SÉRIE DE HOLOFOTES CLOC TRIPLEX GU10 24W BRANCO","LedsC4 Cloc Triplex DE-0160-BLA  Série de holofotes  O módulo ótico pode facilmente girar 360º. Material da estrutura: Alumínio. Acabamento estrutura: Branco. Garantia: 5 Anos.  Peso líquido do produto (kg): 0.66 Largura ou diâmetro do produto (mm): 500 Altura do produto (mm): 110 Saída do produto (mm): 145  Classe 1. IP: IP20. Potência total: 24.",9405199090,Alumínio,Branco,,500,110,145,,Não,"NA EPREL",6,"Discontinuo_NC PT",2024,"0,96","5,76","0,66","0,009","0,054",160,100,520,,,,,,,,,,,,,,,,24,,,,,,,IP20,,https://files.ledsc4.com/main-photo/DE-0160-BLA,https://files.ledsc4.com/ambience-photo/1/DE-0160-BLA,,,https://files.ledsc4.com/detail-photo/1/DE-0160-BLA,https://files.ledsc4.com/detail-photo/2/DE-0160-BLA,https://files.ledsc4.com/imc/DE-0160-BLA.html,,,,,,,,,RETILAP-DECORATIVE,FX-INC-I,,,,
DE-0160-NEG,V0,Sim,"Série de holofotes",8445386818856,"Cloc Triplex",DIY,,5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/DE-0160-NEG.html,"SÉRIE DE HOLOFOTES CLOC TRIPLEX GU10 24W PRETO","LedsC4 Cloc Triplex DE-0160-NEG  Série de holofotes  O módulo ótico pode facilmente girar 360º. Material da estrutura: Alumínio. Acabamento estrutura: Preto. Garantia: 5 Anos.  Peso líquido do produto (kg): 0.66 Largura ou diâmetro do produto (mm): 500 Altura do produto (mm): 110 Saída do produto (mm): 145  Classe 1. IP: IP20. Potência total: 24.",9405199090,Alumínio,Preto,,500,110,145,,Não,"NA EPREL",6,"Discontinuo_NC PT",2024,"0,69","4,14","0,66","0,009","0,054",160,100,520,,,,,,,,,,,,,,,,24,,,,,,,IP20,,https://files.ledsc4.com/main-photo/DE-0160-NEG,https://files.ledsc4.com/ambience-photo/1/DE-0160-NEG,,,https://files.ledsc4.com/detail-photo/1/DE-0160-NEG,https://files.ledsc4.com/detail-photo/2/DE-0160-NEG,https://files.ledsc4.com/imc/DE-0160-NEG.html,,,,,,,,,RETILAP-DECORATIVE,FX-INC-I,,,,
DE-0212-NAT,V0,Sim,"Candeeiro de mesa",8445386823584,Korg,Forlight,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/DE-0212-NAT.html,"CANDEEIRO DE MESA KORG E27 15W MADEIRA CLARA PRETO","LedsC4 Korg DE-0212-NAT  Candeeiro de mesa de uso interior  Material da estrutura: Aço, Madeira, Corda. Acabamento estrutura: Madeira clara, Preto. Garantia: 2 Anos.  Peso líquido do produto (kg): 2.9 Comprimento do produto (mm): 225 Largura ou diâmetro do produto (mm): 343 Altura do produto (mm): 540  Classe 2. IP: IP20. Equipamento incluído: No. Potência total: 15.",9405299090,"Aço, Madeira, Corda, Corda","Madeira clara, Preto",225,343,540,,,Não,"NA EPREL",1,"Descatalogado PT",2024,"3,7","3,7","2,9","0,044","0,044",325,225,605,,,,,,,,,,,,,,,,15,,,,,,,IP20,,https://files.ledsc4.com/main-photo/DE-0212-NAT,https://files.ledsc4.com/ambience-photo/1/DE-0212-NAT,,,https://files.ledsc4.com/detail-photo/1/DE-0212-NAT,https://files.ledsc4.com/detail-photo/2/DE-0212-NAT,https://files.ledsc4.com/imc/DE-0212-NAT.html,,https://files.ledsc4.com/fm/DE-0212-NAT.html,,,,https://files.ledsc4.com/ies/DE-0212-NAT.html,https://files.ledsc4.com/ldt/DE-0212-NAT.html,,RETILAP-DECORATIVE,PR-INC-II,,,,
DE-0168-BLA,V0,Sim,"Série de holofotes",8445386820361,"Logos Single",DIY,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/DE-0168-BLA.html,"SÉRIE DE HOLOFOTES LOGOS SINGLE LED 4.2W 4000K ON-OFF BRANCO","LedsC4 Logos Single DE-0168-BLA  Série de holofotes para iluminar para a frente e para baixo.  O módulo ótico pode facilmente girar 360º. Material da estrutura: Aço. Acabamento estrutura: Branco. Material do difusor: Policarbonato. Acabamento difusor: Prismatizado. Garantia: 5 Anos.  Peso líquido do produto (kg): 0.36 Largura ou diâmetro do produto (mm): 100 Altura do produto (mm): 112 Saída do produto (mm): 156  Classe 1. IP: IP20. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 3.7W. Temperatura de cor: 4000K. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 36.000h L70B30. UGR: 27.0. Risco fotobiológico: RG0. Fluxo nominal (lm): 420. Intervalo de tensão / frequência: 200-240/50-60Hz. Tensão: 9. Equipamento incluído: Sim. Potência total: 4.2. Fator de potência: 0.50. Equipamento regulável incluído: ON-OFF.",9405421000,"Aço, Policarbonato","Branco, Prismatizado",,100,112,156,"1xLED 3.7 420.00 lm",Sim,F,24,"Discontinuo_NC PT",2024,"0,46","11,04","0,36","0,002","0,048",120,120,90,,,,,,,,,,,,,,,,"4,2","420,00",,4000K,80,FLOOD,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/DE-0168-BLA,,,,https://files.ledsc4.com/detail-photo/1/DE-0168-BLA,https://files.ledsc4.com/detail-photo/2/DE-0168-BLA,https://files.ledsc4.com/imc/DE-0168-BLA.html,https://files.ledsc4.com/el/DE-0168-BLA.html,,,,,,,,RETILAP-DECORATIVE,FX-LED-I,,,,
DE-0169-BLA,V0,Sim,"Série de holofotes",8445386820385,"Logos Double",DIY,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/DE-0169-BLA.html,"SÉRIE DE HOLOFOTES LOGOS DOUBLE LED 8.4W 4000K ON-OFF BRANCO","LedsC4 Logos Double DE-0169-BLA  Série de holofotes para iluminar para a frente e para baixo.  O módulo ótico pode facilmente girar 360º. Material da estrutura: Aço. Acabamento estrutura: Branco. Material do difusor: Policarbonato. Acabamento difusor: Prismatizado. Garantia: 5 Anos.  Peso líquido do produto (kg): 0.7 Comprimento do produto (mm): 365 Altura do produto (mm): 126 Saída do produto (mm): 156  Classe 1. IP: IP20. LED. N.º de casquilhos ou LED: 2. Potência máxima da fonte de luz: 3.7W. Temperatura de cor: 4000K. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 36.000h L70B30. UGR: 27.0. Risco fotobiológico: RG0. Fluxo nominal (lm): 840. Intervalo de tensão / frequência: 200-240/50-60Hz. Tensão: 9. Equipamento incluído: Sim. Potência total: 8.4. Fator de potência: 0.50. Equipamento regulável incluído: ON-OFF.",9405421000,"Aço, Policarbonato","Branco, Prismatizado",365,,126,156,"2xLED 3.7 840.00 lm",Sim,F,12,"Discontinuo_NC PT",2024,"0,83","9,96","0,7","0,002","0,024",375,55,90,,,,,,,,,,,,,,,,"8,4","840,00",,4000K,80,FLOOD,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/DE-0169-BLA,https://files.ledsc4.com/ambience-photo/1/DE-0169-BLA,,,https://files.ledsc4.com/detail-photo/1/DE-0169-BLA,https://files.ledsc4.com/detail-photo/2/DE-0169-BLA,https://files.ledsc4.com/imc/DE-0169-BLA.html,https://files.ledsc4.com/el/DE-0169-BLA.html,,,,,,,,RETILAP-DECORATIVE,FX-LED-I,,,,
DE-0169-NEG,V0,Sim,"Série de holofotes",8445386820392,"Logos Double",DIY,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/DE-0169-NEG.html,"SÉRIE DE HOLOFOTES LOGOS DOUBLE LED 8.4W 4000K ON-OFF PRETO","LedsC4 Logos Double DE-0169-NEG  Série de holofotes para iluminar para a frente e para baixo.  O módulo ótico pode facilmente girar 360º. Material da estrutura: Aço. Acabamento estrutura: Preto. Material do difusor: Policarbonato. Acabamento difusor: Prismatizado. Garantia: 5 Anos.  Peso líquido do produto (kg): 0.7 Comprimento do produto (mm): 365 Altura do produto (mm): 126 Saída do produto (mm): 156  Classe 1. IP: IP20. LED. N.º de casquilhos ou LED: 2. Potência máxima da fonte de luz: 3.7W. Temperatura de cor: 4000K. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 36.000h L70B30. UGR: 27.0. Risco fotobiológico: RG0. Fluxo nominal (lm): 840. Intervalo de tensão / frequência: 200-240/50-60Hz. Tensão: 9. Equipamento incluído: Sim. Potência total: 8.4. Fator de potência: 0.50. Equipamento regulável incluído: ON-OFF.",9405421000,"Aço, Policarbonato","Preto, Prismatizado",365,,126,156,"2xLED 3.7 840.00 lm",Sim,F,12,"Discontinuo_NC PT",2024,"0,83","9,96","0,7","0,002","0,024",375,55,90,,,,,,,,,,,,,,,,"8,4","840,00",,4000K,80,FLOOD,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/DE-0169-NEG,https://files.ledsc4.com/ambience-photo/1/DE-0169-NEG,,,https://files.ledsc4.com/detail-photo/1/DE-0169-NEG,https://files.ledsc4.com/detail-photo/2/DE-0169-NEG,https://files.ledsc4.com/imc/DE-0169-NEG.html,https://files.ledsc4.com/el/DE-0169-NEG.html,,,,,,,,RETILAP-DECORATIVE,FX-LED-I,,,,
DE-0170-BLA,V0,Sim,"Série de holofotes",8445386820408,"Logos Triple",DIY,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/DE-0170-BLA.html,"SÉRIE DE HOLOFOTES LOGOS TRIPLE LED 12.6W 4000K ON-OFF BRANCO","LedsC4 Logos Triple DE-0170-BLA  Série de holofotes para iluminar para a frente e para baixo.  O módulo ótico pode facilmente girar 360º. Material da estrutura: Aço. Acabamento estrutura: Branco. Material do difusor: Policarbonato. Acabamento difusor: Prismatizado. Garantia: 5 Anos.  Peso líquido do produto (kg): 1.09 Comprimento do produto (mm): 568 Altura do produto (mm): 126 Saída do produto (mm): 156  Classe 1. IP: IP20. LED. N.º de casquilhos ou LED: 3. Potência máxima da fonte de luz: 3.7W. Temperatura de cor: 4000K. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 36.000h L70B30. UGR: 27.0. Risco fotobiológico: RG0. Fluxo nominal (lm): 1260. Intervalo de tensão / frequência: 200-240/50-60Hz. Tensão: 9. Equipamento incluído: Sim. Potência total: 12.6. Fator de potência: 0.50. Equipamento regulável incluído: ON-OFF.",9405421000,"Aço, Policarbonato","Branco, Prismatizado",568,,126,156,"3xLED 3.7 1260.00 lm",Sim,F,12,"Discontinuo_NC PT",2024,"1,28","15,36","1,09","0,004","0,048",575,65,90,,,,,,,,,,,,,,,,"12,6","1260,00",,4000K,80,FLOOD,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/DE-0170-BLA,https://files.ledsc4.com/ambience-photo/1/DE-0170-BLA,,,https://files.ledsc4.com/detail-photo/1/DE-0170-BLA,https://files.ledsc4.com/detail-photo/2/DE-0170-BLA,https://files.ledsc4.com/imc/DE-0170-BLA.html,https://files.ledsc4.com/el/DE-0170-BLA.html,,,,,,,,RETILAP-DECORATIVE,FX-LED-I,,,,
DE-0170-NEG,V0,Sim,"Série de holofotes",8445386820415,"Logos Triple",DIY,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/DE-0170-NEG.html,"SÉRIE DE HOLOFOTES LOGOS TRIPLE LED 12.6W 4000K ON-OFF PRETO","LedsC4 Logos Triple DE-0170-NEG  Série de holofotes para iluminar para a frente e para baixo.  O módulo ótico pode facilmente girar 360º. Material da estrutura: Aço. Acabamento estrutura: Preto. Material do difusor: Policarbonato. Acabamento difusor: Prismatizado. Garantia: 5 Anos.  Peso líquido do produto (kg): 1.09 Comprimento do produto (mm): 568 Altura do produto (mm): 126 Saída do produto (mm): 156  Classe 1. IP: IP20. LED. N.º de casquilhos ou LED: 3. Potência máxima da fonte de luz: 3.7W. Temperatura de cor: 4000K. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 36.000h L70B30. UGR: 27.0. Risco fotobiológico: RG0. Fluxo nominal (lm): 1260. Intervalo de tensão / frequência: 200-240/50-60Hz. Tensão: 9. Equipamento incluído: Sim. Potência total: 12.6. Fator de potência: 0.50. Equipamento regulável incluído: ON-OFF.",9405421000,"Aço, Policarbonato","Preto, Prismatizado",568,,126,156,"3xLED 3.7 1260.00 lm",Sim,F,12,"Discontinuo_NC PT",2024,"1,28","15,36","1,09","0,004","0,048",575,65,90,,,,,,,,,,,,,,,,"12,6","1260,00",,4000K,80,FLOOD,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/DE-0170-NEG,https://files.ledsc4.com/ambience-photo/1/DE-0170-NEG,,,https://files.ledsc4.com/detail-photo/1/DE-0170-NEG,,https://files.ledsc4.com/imc/DE-0170-NEG.html,https://files.ledsc4.com/el/DE-0170-NEG.html,,,,,,,,RETILAP-DECORATIVE,FX-LED-I,,,,
PX-0684-ANT,V0,Sim,Projetore,8445386822730,"Avand 170x140mm",DIY,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/PX-0684-ANT.html,"PROJETORE IP66 AVAND 170X140MM LED 20W SW 3000-4000-6500K ON-OFF CINZENTO URBANO","LedsC4 Avand 170x140mm PX-0684-ANT  Projetore  Metros de cabo incluído: 0.280. Material da estrutura: Alumínio. Acabamento estrutura: Cinzento urbano. Material do difusor: Vidro. Acabamento difusor: Transparente. Proteção contra os raios ultravioleta. Garantia: 5 Anos.  Peso líquido do produto (kg): 0.51 Comprimento do produto (mm): 170 Largura ou diâmetro do produto (mm): 140 Saída do produto (mm): 30  Classe 1. IP: IP66. IK: IK07. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 17W. Temperatura de cor: SW 3000-4000-6500K. Índice de reprodução cromática: 80. Steps Mac Adam: 5. Horas de vida útil: 36.000h L70B30. Risco fotobiológico: RG1. Fluxo nominal (lm): 2360. Intervalo de tensão / frequência: 220-240V/50-60Hz. Tensão: 18. Temperatura de cor: SW 3000-4000-6500K. Índice de reprodução cromática: 80. Steps Mac Adam: 5. Horas de vida útil: 36.000h L70B30. Risco fotobiológico: RG1. Fluxo nominal (lm): 2360. Tensão: 18. Equipamento incluído: Sim. Potência total: 20. Fator de potência: 0.90. Equipamento regulável incluído: ON-OFF.",9405411000,"Alumínio, Vidro","Cinzento urbano, Transparente",170,140,,30,"1xLED 17 2360 lm",Sim,D,20,"Discontinuo_NC PT",2024,"0,61","12,2","0,51","0,002","0,04",160,38,235,,,,,,,,,,,,,,,,20,2360,,"SW 3000-4000-6500K",80,,ON-OFF,IP66,IK07,https://files.ledsc4.com/main-photo/PX-0684-ANT,https://files.ledsc4.com/ambience-photo/1/PX-0684-ANT,https://files.ledsc4.com/ambience-photo/2/PX-0684-ANT,https://files.ledsc4.com/ambience-photo/3/PX-0684-ANT,https://files.ledsc4.com/detail-photo/1/PX-0684-ANT,,https://files.ledsc4.com/imc/PX-0684-ANT.html,https://files.ledsc4.com/el/PX-0684-ANT.html,,,,,,,,RETILAP-APLIQUE,FX-LED-I,,,,
