Referenz,Version,Vorbestimmt,Typ,EAN13,Familie,Katalog,Nationaltarif,Garantie,"Etiqueta V/f","Full de dades",Beschreibung,masterfile.tender_text,masterfile.codi_duaner,Material,Fertig,Lang,Breite,Höhe,Projektion,Lichtquelle,"Eine Glühbirne einschließen",Energieeffizienz,"Masterbox Einheiten","Produkt aus dem Katalog entfernt",Produktstart,"Verpacktes Gewicht (kg)","Weight master box","Pes net (Kg)","Volumen Einheit (m3)","Volume Master box (m3)","Length Box 1","Kastenbreite 1","Höhenkiste 1","Length Box 2","Kastenbreite 2","Höhenkiste 2","Length Box 3","Kastenbreite 3","Höhenkiste 3","Length MB 1","Breitbahn 1","Höhe MB 1","Length MB 2","Breitbahn 2","Höhe MB 2","Length MB 3","Breitbahn 3","Höhe MB 3","Watts (W)","Lumens (lm)","Real Lumens (lm)","Temperatur de color LED (K)",CRI,Lichtstrahl,Regulierungstyp,IP,IK,"Web Bild","Umgebungsbild 1","Umgebungsbild 2","Umgebungsbild 3","Detailbild 1","Detailbild 2",IMC,EE,Fotometrie,masterfile.ploma_comercial,Zubehör,3D,masterfile.ies,masterfile.ldt,Kenia-Code,"RETILAP Codi","Marroc Codi","Landeskodex 4","Landeskodex 5","Landeskode 6",Model
91-2365-00-00,V0,Ja,LED-Bänder,8435381408282,"ON HP",Architectural,,3,24VDC,https://files.ledsc4.com/ft2/de/91-2365-00-00.html,"FLEXIBLER LED-STREIFEN, 5 M LANG, 24 V, FÜR INNEN. MIT ZUBEHÖRKIT ZUM KORREKTE","LedsC4 ON HP 91-2365-00-00  LED-Bänder für den Innenbereich  Garantie: 3 Jahre.  Nettogewicht des Produkts (Kg): 0.13 Produktlänge (mm): 5000 Breite oder Durchmesser des Produkts (mm): 10 Produkthöhe (mm): 1,9 Gewicht in kg (verpackt): 0.17  Klasse 3. IP: IP20. LED. Anzahl der Lampenfassungen oder LEDs: 1. Maximale Leistung der Lichtquelle: 48W. Farbtemperatur: 6000K. Farbwiedergabeindex: 80. MacAdam-Steps: 3. Lebensdauer in Stunden: 50.000h L70B30. UGR:  27.0. Photobiologisches Risiko: RG0. Lichtstrom (lm): 3965. Nominaler Lichtstrom (lm): 6750. Reale Lm/W: 83. Spannung: 3 V. Netzteil inklusive: Nein, aber erforderlich.",9405423990,,,5000,10,"1,9",,"1xLED 48 6750.00 lm",Ja,,100,"Eingestellt DE",,"0,17",17,"0,13","0,001","0,1",210,240,15,,,,,,,600,340,460,,,,,,,,"6750,00",3965,6000K,80,"ULTRA HORIZONTAL",,IP20,,https://files.ledsc4.com/main-photo/91-2365-00-00,,,,,,https://files.ledsc4.com/imc/91-2365-00-00.html,,https://files.ledsc4.com/fm/91-2365-00-00.html,https://files.ledsc4.com/pl/91-2365-00-00.html,https://files.ledsc4.com/ft3/de/91-2365-00-00.html,,,https://files.ledsc4.com/ldt/91-2365-00-00.html,,"RETILAP-CINTA LED",NA-Accessory,,,,
05-2706-E4-E4,V0,Nein,Leselicht,8445386284255,Ivy,Decorative,,3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/05-2706-E4-E4.html,"LESELICHT IVY LED 3000K EDELROST 28LM","LedsC4 Ivy 05-2706-E4-E4  Leselicht für den Innenbereich   Zeitloses Design. Sehr vielseitig. Zahlreiche Installationsmöglichkeiten. Vielseitig anpassbar: Zubehör, Verarbeitung… Qualitativ hochwertiges Finish. Optimales Preis/Leistungsverhältnis. Optimaler visueller Komfort. Doppelte Installation Einbau/Anbau. Lange Haltbarkeit bei intensiver Nutzung. Das optische Modul kann leicht um 360° geschwenkt werden. Material Körper: Stahl. Oberfläche Körper: Edelrost. Garantie: 3 Jahre.  Nettogewicht des Produkts (Kg): 0.32 Breite oder Durchmesser des Produkts (mm): 80 Produkthöhe (mm): 80 Ausgang des Produktes (mm): 70 Gewicht in kg (verpackt): 0.4  Klasse 1. IP: IP20. LED. Anzahl der Lampenfassungen oder LEDs: 1. Marke der LED: CREE. Maximale Leistung der Lichtquelle: 1W. Farbtemperatur: 3000K. Farbwiedergabeindex: 80. MacAdam-Steps: 3. Lebensdauer in Stunden: 50.000h L80B20. UGR:  13.0. Photobiologisches Risiko: RG2. Lichtstrom (lm): 28. Nominaler Lichtstrom (lm): 94. Reale Lm/W: 28. Spannung: 3. Netzteil inklusive: Ja. Multivoltage-Netzteil inklusive.",9405119090,Stahl,Edelrost,,80,80,70,"1xLED 1 94.00 lm",Ja,G,12,"Eingestellt DE",2014,"0,4","4,8","0,32","0,001","0,012",95,95,90,,,,,,,,,,,,,,,,,"94,00",28,3000K,80,,,IP20,,https://files.ledsc4.com/main-photo/05-2706-E4-E4,,,,,,https://files.ledsc4.com/imc/05-2706-E4-E4.html,https://files.ledsc4.com/el/05-2706-E4-E4.html,https://files.ledsc4.com/fm/05-2706-E4-E4.html,https://files.ledsc4.com/pl/05-2706-E4-E4.html,,https://files.ledsc4.com/3d/05-2706-E4-E4.html,https://files.ledsc4.com/ies/05-2706-E4-E4.html,https://files.ledsc4.com/ldt/05-2706-E4-E4.html,,,FX-LED-I,,,,
05-2755-81-21,V0,Nein,Wandaufbaubauleuchte,8435381409951,Gloss,Decorative,,3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/05-2755-81-21.html,"WANDLEUCHTE GLOSS E27 60 NICKEL SEIDENMATT CHROM. SCHIRM NICHT INKLUSIVE.","LedsC4 Gloss 05-2755-81-21  Wandaufbaubauleuchte für den Innenbereich   Design von Alex &amp; Manel Lluscà. Zeitloses Design. Vielseitig anpassbar: Zubehör, Verarbeitung… Optimales Preis/Leistungsverhältnis. Leichte Installation. Lange Haltbarkeit bei intensiver Nutzung. Material Körper: Stahl. Oberfläche Körper: Nickel seidenmatt. Garantie: 3 Jahre.  Nettogewicht des Produkts (Kg): 0.41 Breite oder Durchmesser des Produkts (mm): 200 Produkthöhe (mm): 246 Ausgang des Produktes (mm): 220 Gewicht in kg (verpackt): 0.63  Klasse 1. Glühdrahtprüfung: 850. IP: IP20. Gesamtleistung: 15.",9405199090,Stahl,"Nickel seidenmatt",,200,246,220,,Nein,"NA EPREL",12,"Eingestellt DE",2014,"0,63","7,56","0,41","0,003","0,036",150,85,210,,,,,,,450,280,325,,,,,,,15,,,,,,,IP20,,https://files.ledsc4.com/main-photo/05-2755-81-21,,,,,,https://files.ledsc4.com/imc/05-2755-81-21.html,,https://files.ledsc4.com/fm/05-2755-81-21.html,https://files.ledsc4.com/pl/05-2755-81-21.html,https://files.ledsc4.com/ft3/de/05-2755-81-21.html,https://files.ledsc4.com/3d/05-2755-81-21.html,https://files.ledsc4.com/ies/05-2755-81-21.html,https://files.ledsc4.com/ldt/05-2755-81-21.html,,,FX-INC-I,,,,Gloss
00-3685-BW-M1,V0,Nein,Pendelleuchten,8435381414764,"Net Ø250",Decorative,"289,05",5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/00-3685-BW-M1.html,"PENDELLEUCHTEN NET Ø250 LED 19W 3000K SCHALTBAR WEISS 878LM","LedsC4 Net Ø250 00-3685-BW-M1  Pendelleuchten für den Innenbereich  Material Körper: Aluminium. Oberfläche Körper: Weiß. Material Diffusor: Kunststoff. Oberfläche Diffusor: Opal. Garantie: 5 Jahre.  Nettogewicht des Produkts (Kg): 1.16 Breite oder Durchmesser des Produkts (mm): 250 Produkthöhe (mm): 1500 Gewicht in kg (verpackt): 1.7  Klasse 1. IP: IP20. LED. Anzahl der Lampenfassungen oder LEDs: 1. Maximale Leistung der Lichtquelle: 15W. Farbtemperatur: 3000K. Farbwiedergabeindex: 80. MacAdam-Steps: 5. Lebensdauer in Stunden: 50.000h L80B20. UGR: 19.2. Photobiologisches Risiko: RG0. Lichtstrom (lm): 878. Nominaler Lichtstrom (lm): 1440. Reale Lm/W: 46. Spannungs-/Frequenzbereich: 100-240/50-60Hz. Spannung: 3. Netzteil inklusive: Ja. Multivoltage-Netzteil inklusive. Gesamtleistung: 19. Leistungsfaktor: 0.50. dimmbares Betriebsgerät inklusive: Schaltbar.",9405119090,"Aluminium, Kunststoff","Weiß, Opal",,250,1500,,"1xLED 15 1440 lm",Ja,F,1,"Auslauf DE",2014,"1,7","1,7","1,16","0,026","0,026",315,315,260,,,,,,,,,,,,,,,,19,1440,878,3000K,80,SPOT,Schaltbar,IP20,,https://files.ledsc4.com/main-photo/00-3685-BW-M1,https://files.ledsc4.com/ambience-photo/1/00-3685-BW-M1,https://files.ledsc4.com/ambience-photo/2/00-3685-BW-M1,,,,https://files.ledsc4.com/imc/00-3685-BW-M1.html,https://files.ledsc4.com/el/00-3685-BW-M1.html,https://files.ledsc4.com/fm/00-3685-BW-M1.html,https://files.ledsc4.com/pl/00-3685-BW-M1.html,,https://files.ledsc4.com/3d/00-3685-BW-M1.html,https://files.ledsc4.com/ies/00-3685-BW-M1.html,https://files.ledsc4.com/ldt/00-3685-BW-M1.html,,,FX-LED-I,,,,
05-3980-14-14,V0,Nein,Wandaufbaubauleuchte,8435381421298,"Jet Model 2",Decorative,"103,05",5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/05-3980-14-14.html,"WANDAUFBAUBAULEUCHTE JET MODEL 2 LED 9.7W 3000K SCHALTBAR WEISS 457LM","LedsC4 Jet Model 2 05-3980-14-14  Wandaufbaubauleuchte für den Innenbereich   Ideale Verbindung von Technik und Dekor. Zeitloses Design. Sehr vielseitig. Zahlreiche Installationsmöglichkeiten. Ohne sichtbare Schrauben. Hohe Ist-Leistung  W/lm. Optimales Preis/Leistungsverhältnis. Optimaler visueller Komfort. Lange Haltbarkeit bei intensiver Nutzung. Material Körper: Aluminium, Stahl. Oberfläche Körper: Weiß. Garantie: 5 Jahre.  Nettogewicht des Produkts (Kg): 0.56 Breite oder Durchmesser des Produkts (mm): 164 Produkthöhe (mm): 149 Ausgang des Produktes (mm): 93 Gewicht in kg (verpackt): 0.83  Klasse 1. Glühdrahtprüfung: 850. IP: IP20. LED. Anzahl der Lampenfassungen oder LEDs: 1. Marke der LED: SHARP. Marke des Drivers: HEP. Maximale Leistung der Lichtquelle: 7.5W. Farbtemperatur: 3000K. Farbwiedergabeindex: 80. MacAdam-Steps: 2. Lebensdauer in Stunden: 50.000h L80B20. Photobiologisches Risiko: RG1. Lichtstrom (lm): 457. Reale Lm/W: 47. Spannungs-/Frequenzbereich: 90-264/50-60Hz. Spannung: 15. Netzteil inklusive: Ja. Multivoltage-Netzteil inklusive. Gesamtleistung: 9.7. Leistungsfaktor: 0.90. dimmbares Betriebsgerät inklusive: Schaltbar.",9405119090,"Aluminium, Stahl",Weiß,,164,149,93,,Ja,G,12,"Auslauf DE",2015,"0,83","9,96","0,56","0,005","0,06",195,180,120,,,,,,,560,420,260,,,,,,,"9,7",,457,3000K,80,,Schaltbar,IP20,,https://files.ledsc4.com/main-photo/05-3980-14-14,https://files.ledsc4.com/ambience-photo/1/05-3980-14-14,,,https://files.ledsc4.com/detail-photo/1/05-3980-14-14,,https://files.ledsc4.com/imc/05-3980-14-14.html,https://files.ledsc4.com/el/05-3980-14-14.html,https://files.ledsc4.com/fm/05-3980-14-14.html,https://files.ledsc4.com/pl/05-3980-14-14.html,,https://files.ledsc4.com/3d/05-3980-14-14.html,,https://files.ledsc4.com/ldt/05-3980-14-14.html,,,FX-LED-I,,,,"Jet Square"
05-3980-S2-14,V0,Ja,Wandaufbaubauleuchte,8435381424657,"Jet Model 2",Decorative,,3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/05-3980-S2-14.html,"WANDAUFBAUBAULEUCHTE JET MODEL 2 LED 9.7W 3000K SCHALTBAR ALUMINIUM SEIDENMATT 4","LedsC4 Jet Model 2 05-3980-S2-14  Wandaufbaubauleuchte für den Innenbereich   Ideale Verbindung von Technik und Dekor. Zeitloses Design. Sehr vielseitig. Zahlreiche Installationsmöglichkeiten. Ohne sichtbare Schrauben. Hohe Ist-Leistung  W/lm. Optimales Preis/Leistungsverhältnis. Optimaler visueller Komfort. Lange Haltbarkeit bei intensiver Nutzung. Material Körper: Aluminium, Stahl. Oberfläche Körper: Aluminium seidenmatt. Garantie: 3 Jahre.  Nettogewicht des Produkts (Kg): 0.56 Breite oder Durchmesser des Produkts (mm): 164 Produkthöhe (mm): 149 Ausgang des Produktes (mm): 93 Gewicht in kg (verpackt): 0.83  Klasse 1. Glühdrahtprüfung: 850. IP: IP20. LED. Anzahl der Lampenfassungen oder LEDs: 1. Marke der LED: SHARP. Marke des Drivers: HEP. Maximale Leistung der Lichtquelle: 7.5W. Farbtemperatur: 3000K. Farbwiedergabeindex: 80. MacAdam-Steps: 2. Lebensdauer in Stunden: 50.000h L80B20. Photobiologisches Risiko: RG1. Lichtstrom (lm): 457. Reale Lm/W: 47. Spannungs-/Frequenzbereich: 90-264/50-60Hz. Spannung: 15. Netzteil inklusive: Ja. Multivoltage-Netzteil inklusive. Gesamtleistung: 9.7. Leistungsfaktor: 0.90. dimmbares Betriebsgerät inklusive: Schaltbar.",9405119090,"Aluminium, Stahl","Aluminium seidenmatt",,164,149,93,,Ja,E,12,"Eingestellt DE",2015,"0,83","9,96","0,56","0,005","0,06",195,180,120,,,,,,,560,420,260,,,,,,,"9,7",,457,3000K,80,,Schaltbar,IP20,,https://files.ledsc4.com/main-photo/05-3980-S2-14,https://files.ledsc4.com/ambience-photo/1/05-3980-S2-14,,,https://files.ledsc4.com/detail-photo/1/05-3980-S2-14,,https://files.ledsc4.com/imc/05-3980-S2-14.html,https://files.ledsc4.com/el/05-3980-S2-14.html,https://files.ledsc4.com/fm/05-3980-S2-14.html,https://files.ledsc4.com/pl/05-3980-S2-14.html,,https://files.ledsc4.com/3d/05-3980-S2-14.html,https://files.ledsc4.com/ies/05-3980-S2-14.html,https://files.ledsc4.com/ldt/05-3980-S2-14.html,,RETILAP-DECORATIVE,FX-LED-I,,,,"Jet Square"
00-0073-05-23,V0,Nein,Pendelleuchten,8435381421229,"Pipe 170mm",Decorative,"77,78",5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/00-0073-05-23.html,"PENDELLEUCHTEN PIPE 170MM GU10 8W SCHWARZ 302LM","LedsC4 Pipe 170mm 00-0073-05-23  Pendelleuchten für den Innenbereich   Ideale Verbindung von Technik und Dekor. Minimalistisches Design. Sehr vielseitig. Zahlreiche Installationsmöglichkeiten. Vielseitig anpassbar: Zubehör, Verarbeitung… Optimales Preis/Leistungsverhältnis. Optimaler visueller Komfort. Doppelte Installation Einbau/Anbau. Leichte Installation. Vollständige Kollektion mit ergänzenden Produkten. Lange Haltbarkeit bei intensiver Nutzung. Material Körper: Aluminium. Oberfläche Körper: Schwarz. Garantie: 5 Jahre.  Nettogewicht des Produkts (Kg): 0.54 Breite oder Durchmesser des Produkts (mm): 68 Produkthöhe (mm): 1770 Gewicht in kg (verpackt): 0.73  Klasse 1. Glühdrahtprüfung: 850. IP: IP20. Gesamtleistung: 8.",9405199090,Aluminium,Schwarz,,68,1770,,,Nein,"NA EPREL",25,"Auslauf DE",2015,"0,73","18,25","0,54","0,003","0,075",100,100,250,,,,,,,535,535,270,,,,,,,8,,302,,,"MEDIUM + HONEYCOMB",,IP20,,https://files.ledsc4.com/main-photo/00-0073-05-23,https://files.ledsc4.com/ambience-photo/1/00-0073-05-23,,,,,https://files.ledsc4.com/imc/00-0073-05-23.html,,https://files.ledsc4.com/fm/00-0073-05-23.html,https://files.ledsc4.com/pl/00-0073-05-23.html,https://files.ledsc4.com/ft3/de/00-0073-05-23.html,https://files.ledsc4.com/3d/00-0073-05-23.html,https://files.ledsc4.com/ies/00-0073-05-23.html,https://files.ledsc4.com/ldt/00-0073-05-23.html,,,FX-INC-I,,,,"Pipe Pendant 170mm"
05-2703-14-14,V0,Nein,Wandaufbaubauleuchte,8435381423872,"Lia LED 250mm",Decorative,,5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/05-2703-14-14.html,"WANDAUFBAUBAULEUCHTE LIA LED 250MM LED 6.7W 3000K WEISS 148LM","LedsC4 Lia LED 250mm 05-2703-14-14  Wandaufbaubauleuchte für den Innenbereich   Zeitloses Design. Sehr vielseitig. Zahlreiche Installationsmöglichkeiten. Hohe Ist-Leistung  W/lm. Optimales Preis/Leistungsverhältnis. Leichte Installation. Lange Haltbarkeit bei intensiver Nutzung. Material Körper: Stahl. Oberfläche Körper: Weiß. Material Diffusor: Polycarbonat. Oberfläche Diffusor: Opal. Garantie: 5 Jahre.  Nettogewicht des Produkts (Kg): 0.68 Gewicht in kg (verpackt): 1.01  Klasse 2. IP: IP20. LED. Anzahl der Lampenfassungen oder LEDs: 1. Marke der LED: SEOUL. Maximale Leistung der Lichtquelle: 3.5W. Farbtemperatur: 3000K. Farbwiedergabeindex: 80. MacAdam-Steps: 3. Lebensdauer in Stunden: 50.000h L80B20. UGR:  4.9. Photobiologisches Risiko: RG1. Lichtstrom (lm): 148. Nominaler Lichtstrom (lm): 356. Reale Lm/W: 22. Spannungs-/Frequenzbereich: 100-240. Spannung: 3. Netzteil inklusive: Ja. Multivoltage-Netzteil inklusive. Gesamtleistung: 6.7.",9405119090,"Stahl, Polycarbonat","Weiß, Opal",,,,,"1xLED 3.5 356 lm",Ja,F,6,"Auslauf DE",2014,"1,01","6,06","0,68","0,005","0,03",310,100,130,,,,,,,,,,,,,,,,"6,7",356,148,3000K,80,,,IP20,,https://files.ledsc4.com/main-photo/05-2703-14-14,,,,,,https://files.ledsc4.com/imc/05-2703-14-14.html,https://files.ledsc4.com/el/05-2703-14-14.html,https://files.ledsc4.com/fm/05-2703-14-14.html,https://files.ledsc4.com/pl/05-2703-14-14.html,,https://files.ledsc4.com/3d/05-2703-14-14.html,https://files.ledsc4.com/ies/05-2703-14-14.html,https://files.ledsc4.com/ldt/05-2703-14-14.html,,,FX-LED-II,,,,"Lia LED 250mm"
05-2705-81-81,V0,Nein,Wandaufbaubauleuchte,8435381423957,"Lia LED 600mm",Decorative,,5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/05-2705-81-81.html,"WANDAUFBAUBAULEUCHTE LIA LED 600MM LED 3000K NICKEL SEIDENMATT 909LM","LedsC4 Lia LED 600mm 05-2705-81-81  Wandaufbaubauleuchte für den Innenbereich   Zeitloses Design. Sehr vielseitig. Zahlreiche Installationsmöglichkeiten. Hohe Ist-Leistung  W/lm. Optimales Preis/Leistungsverhältnis. Leichte Installation. Lange Haltbarkeit bei intensiver Nutzung. Material Körper: Stahl. Oberfläche Körper: Nickel seidenmatt. Material Diffusor: Polycarbonat. Oberfläche Diffusor: Opal. Garantie: 5 Jahre.  Nettogewicht des Produkts (Kg): 1.37 Breite oder Durchmesser des Produkts (mm): 600 Produkthöhe (mm): 50 Ausgang des Produktes (mm): 80 Gewicht in kg (verpackt): 1.99  Klasse 2. IP: IP20. LED. Anzahl der Lampenfassungen oder LEDs: 1. Marke der LED: SEOUL. Maximale Leistung der Lichtquelle: 10.5W. Farbtemperatur: 3000K. Farbwiedergabeindex: 80. MacAdam-Steps: 3. Lebensdauer in Stunden: 50.000h L80B20. UGR: 11.3. Photobiologisches Risiko: RG1. Lichtstrom (lm): 909. Nominaler Lichtstrom (lm): 1070. Reale Lm/W: 91. Spannung: 3. Netzteil inklusive: Ja. Multivoltage-Netzteil inklusive.",9405119090,"Stahl, Polycarbonat","Nickel seidenmatt, Opal",,600,50,80,"1xLED 10.5 1070 lm",Ja,F,6,"Auslauf DE",2014,"1,99","11,94","1,37","0,011","0,066",660,100,130,,,,,,,,,,,,,,,,,1070,909,3000K,80,SPOT,,IP20,,https://files.ledsc4.com/main-photo/05-2705-81-81,,,,,,https://files.ledsc4.com/imc/05-2705-81-81.html,https://files.ledsc4.com/el/05-2705-81-81.html,https://files.ledsc4.com/fm/05-2705-81-81.html,https://files.ledsc4.com/pl/05-2705-81-81.html,,https://files.ledsc4.com/3d/05-2705-81-81.html,https://files.ledsc4.com/ies/05-2705-81-81.html,https://files.ledsc4.com/ldt/05-2705-81-81.html,,,FX-LED-II,,,,"Lia LED 600mm"
PAN-226-14,V0,Ja,"Leuchtenschirme (Zubehör)",8435381426569,"Shade round horizontal wrapping Ø460mm",Forlight,,3,,https://files.ledsc4.com/ft2/de/PAN-226-14.html,"SHADE ROUND HORIZONTAL WRAPPING Ø460MM WEISS","LedsC4 Shade round horizontal wrapping Ø460mm PAN-226-14  Leuchtenschirme (Zubehör) für den Innenbereich   Lange Haltbarkeit bei intensiver Nutzung. Material Körper: Stahl. Material Diffusor: Textil. Oberfläche Diffusor: Weiß. Garantie: 3 Jahre.  Nettogewicht des Produkts (Kg): 1.09 Breite oder Durchmesser des Produkts (mm): 460 Produkthöhe (mm): 195 Gewicht in kg (verpackt): 2.03  Netzteil inklusive: Nein.",9405920090,"Stahl, Textil",Weiß,,460,195,,,Nein,,1,"Eingestellt DE",2015,"2,03","2,03","1,09","0,083","0,083",460,475,380,,,,,,,,,,,,,,,,,,,,,,,,,https://files.ledsc4.com/main-photo/PAN-226-14,,,,,,https://files.ledsc4.com/imc/PAN-226-14.html,,,https://files.ledsc4.com/pl/PAN-226-14.html,,,,,,,NA-Accessory,,,,
15-9806-34-CL,V0,Ja,Deckenaufbauleuchte,8435381420918,"Kössel Direct Square 400mm",Outdoor,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/15-9806-34-CL.html,"DECKENAUFBAULEUCHTE IP66 KOSSEL DIRECT SQUARE 400MM LED 20.1W 3000K SCHALTBAR GR","LedsC4 Kössel Direct Square 400mm 15-9806-34-CL  Deckenaufbauleuchte für den Außenbereich   Spezialdesign -  lässt sämtliche Schrauben unsichtbar scheinen. Material Körper: Polykarbonat + ABS. Oberfläche Körper: Grau. Material Diffusor: Polycarbonat. Oberfläche Diffusor: Matt. Schutz gegen UV-Strahlung. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 2.01 Breite oder Durchmesser des Produkts (mm): 400 Produkthöhe (mm): 400 Ausgang des Produktes (mm): 90 Gewicht in kg (verpackt): 2.5  Klasse 2. IP: IP66. IK: IK10. LED. Anzahl der Lampenfassungen oder LEDs: 1. Maximale Leistung der Lichtquelle: 19W. Farbtemperatur: 3000K. Farbwiedergabeindex: 80. MacAdam-Steps: 3. Lebensdauer in Stunden: 50.000h L80B20. UGR: 14.6. Photobiologisches Risiko: RG0. Lichtstrom (lm): 1172. Reale Lm/W: 58. Spannungs-/Frequenzbereich: 100-240/50-60Hz. Spannung: 3. Netzteil inklusive: Ja. Multivoltage-Netzteil inklusive. Gesamtleistung: 20.1. Leistungsfaktor: 0.90. dimmbares Betriebsgerät inklusive: Schaltbar.",9405114090,"Polykarbonat + ABS, Polycarbonat","Grau, Matt",,400,400,90,,Ja,F,6,"Eingestellt DE",2015,"2,5",15,"2,01","0,02","0,12",410,105,410,,,,,,,650,430,430,,,,,,,"20,1",,1172,3000K,80,HORIZONTAL,Schaltbar,IP66,IK10,https://files.ledsc4.com/main-photo/15-9806-34-CL,,,,,,https://files.ledsc4.com/imc/15-9806-34-CL.html,https://files.ledsc4.com/el/15-9806-34-CL.html,https://files.ledsc4.com/fm/15-9806-34-CL.html,https://files.ledsc4.com/pl/15-9806-34-CL.html,,https://files.ledsc4.com/3d/15-9806-34-CL.html,https://files.ledsc4.com/ies/15-9806-34-CL.html,https://files.ledsc4.com/ldt/15-9806-34-CL.html,,RETILAP-DECORATIVE,FX-LED-II,,,,"Kössel Ceiling 400mm"
05-5093-81-B9,V0,Nein,Wandaufbaubauleuchte,8435381490652,Flat,Decorative,,3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/05-5093-81-B9.html,"WANDAUFBAUBAULEUCHTE FLAT LED 3000K NICKEL SEIDENMATT 556LM","LedsC4 Flat 05-5093-81-B9  Wandaufbaubauleuchte für den Innenbereich  Material Körper: Stahl, Aluminium. Oberfläche Körper: Nickel seidenmatt. Material Diffusor: Glas. Oberfläche Diffusor: Mattiert. Garantie: 3 Jahre.  Nettogewicht des Produkts (Kg): 1.5 Produktlänge (mm): 180 Breite oder Durchmesser des Produkts (mm): 250 Ausgang des Produktes (mm): 70 Gewicht in kg (verpackt): 1.96  Klasse 2. IP: IP20. LED. Anzahl der Lampenfassungen oder LEDs: 1. Marke der LED: CREE. Marke des Drivers: MEANWELL. Maximale Leistung der Lichtquelle: 8W. Farbtemperatur: 3000K. Farbwiedergabeindex: 80. MacAdam-Steps: 3. Lebensdauer in Stunden: 50.000h L80B20. UGR:  5.1. Photobiologisches Risiko: RG2. Lichtstrom (lm): 556. Nominaler Lichtstrom (lm): 648. Reale Lm/W: 70. Spannungs-/Frequenzbereich: 90-264 VAC. Spannung: 3. Netzteil inklusive: Ja. Multivoltage-Netzteil inklusive.",9405115000,"Stahl, Aluminium, Glas","Nickel seidenmatt, Mattiert",180,250,,70,"1xLED 8 648.00 lm",Ja,E,6,"Eingestellt DE",2015,"1,96","11,76","1,5","0,012","0,072",250,135,320,,,,,,,405,345,530,,,,,,,,"648,00",556,3000K,80,"Check Photometric file",,IP20,,https://files.ledsc4.com/main-photo/05-5093-81-B9,,,,,,https://files.ledsc4.com/imc/05-5093-81-B9.html,https://files.ledsc4.com/el/05-5093-81-B9.html,https://files.ledsc4.com/fm/05-5093-81-B9.html,https://files.ledsc4.com/pl/05-5093-81-B9.html,,https://files.ledsc4.com/3d/05-5093-81-B9.html,,https://files.ledsc4.com/ldt/05-5093-81-B9.html,,,,,,,
PX-0034-ANT,V0,Ja,Wandaufbaubauleuchte,8435111082393,Alfil,Forlight,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/PX-0034-ANT.html,"WANDAUFBAUBAULEUCHTE IP44 ALFIL E27 15W ANTHRAZIT","LedsC4 Alfil PX-0034-ANT  Wandaufbaubauleuchte für den Außenbereich  Kabelmeter: Sí. Material Körper: Aluminium. Oberfläche Körper: Anthrazit. Material Diffusor: Glas. Oberfläche Diffusor: Matt. Schutz gegen UV-Strahlung. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 1.08 Breite oder Durchmesser des Produkts (mm): 280 Produkthöhe (mm): 70 Ausgang des Produktes (mm): 120 Gewicht in kg (verpackt): 1.22  Klasse 1. IP: IP44. IK: IK09. Gesamtleistung: 15.",9405199090,"Aluminium, Glas","Anthrazit, Matt",,280,70,120,,Nein,"NA EPREL",6,"Eingestellt DE",2019,"1,22","7,32","1,08","0,003","0,018",125,80,285,,,,,,,260,255,305,,,,,,,15,,,,,,,IP44,IK09,https://files.ledsc4.com/main-photo/PX-0034-ANT,,,,https://files.ledsc4.com/detail-photo/1/PX-0034-ANT,https://files.ledsc4.com/detail-photo/2/PX-0034-ANT,https://files.ledsc4.com/imc/PX-0034-ANT.html,,,,,,,,,RETILAP-APLIQUE,FX-INC-I,,,,
